t_s,theta1_rad_clean,theta2_rad_clean,theta1_rad_noisy,theta2_rad_noisy
3.970000,0.2839174492,0.0129625942,0.2766155266,0.0174208993
3.980000,0.2827032119,0.0158952222,0.2852108305,0.0122169085
3.990000,0.2812020056,0.0188255970,0.2760817596,0.0166496767
4.000000,0.2794154661,0.0217506232,0.2720463391,0.0213519877
4.010000,0.2773455131,0.0246671965,0.2812808947,0.0284862645
4.020000,0.2749943483,0.0275722074,0.2769619029,0.0287925309
4.030000,0.2723644533,0.0304625447,0.2674044356,0.0364455029
4.040000,0.2694585879,0.0333350983,0.2737211768,0.0293762497
4.050000,0.2662797874,0.0361867631,0.2649416381,0.0251119152
4.060000,0.2628313604,0.0390144421,0.2694637449,0.0379017035
4.070000,0.2591168856,0.0418150497,0.2543183633,0.0393474598
4.080000,0.2551402091,0.0445855153,0.2525374702,0.0500381399
4.090000,0.2509054406,0.0473227865,0.2501431628,0.0417518405
4.100000,0.2464169505,0.0500238326,0.2453467558,0.0501614652
4.110000,0.2416793659,0.0526856478,0.2421255961,0.0554343008
4.120000,0.2366975660,0.0553052546,0.2394729671,0.0626064192
4.130000,0.2314766787,0.0578797072,0.2304000152,0.0579267452
4.140000,0.2260220753,0.0604060944,0.2361526829,0.0615612083
4.150000,0.2203393659,0.0628815436,0.2210965337,0.0630968875
4.160000,0.2144343945,0.0653032233,0.2141719395,0.0643986573
4.170000,0.2083132334,0.0676683465,0.2062592626,0.0710915785
4.180000,0.2019821777,0.0699741742,0.2114924166,0.0716986479
4.190000,0.1954477391,0.0722180181,0.1956573297,0.0660726441
4.200000,0.1887166401,0.0743972440,0.1863650487,0.0755286061
4.210000,0.1817958076,0.0765092745,0.1787312050,0.0808154777
4.220000,0.1746923657,0.0785515921,0.1736624821,0.0765510114
4.230000,0.1674136291,0.0805217423,0.1656859114,0.0830274419
4.240000,0.1599670959,0.0824173364,0.1493379459,0.0761586162
4.250000,0.1523604399,0.0842360540,0.1520718451,0.0812242946
4.260000,0.1446015031,0.0859756461,0.1463594474,0.0874978094
4.270000,0.1366982874,0.0876339376,0.1398386588,0.0920328873
4.280000,0.1286589467,0.0892088300,0.1354647849,0.0859671086
4.290000,0.1204917781,0.0906983039,0.1295932499,0.0911936138
4.300000,0.1122052138,0.0921004214,0.1220078237,0.0912046940
4.310000,0.1038078114,0.0934133284,0.1062001012,0.0968524175
4.320000,0.0953082457,0.0946352573,0.0899735201,0.0935924518
4.330000,0.0867152985,0.0957645287,0.0910285448,0.0970021871
4.340000,0.0780378501,0.0967995539,0.0799132724,0.0994005470
4.350000,0.0692848688,0.0977388368,0.0710372076,0.0946242023
4.360000,0.0604654019,0.0985809758,0.0556734456,0.1042339171
4.370000,0.0515885652,0.0993246658,0.0462511279,0.0882199545
4.380000,0.0426635335,0.0999686999,0.0429984083,0.1066567292
4.390000,0.0336995300,0.1005119713,0.0338462498,0.1047730088
4.400000,0.0247058164,0.1009534743,0.0277776869,0.1013065733
4.410000,0.0156916828,0.1012923063,0.0133549766,0.0996480109
4.420000,0.0066664370,0.1015276693,0.0117709428,0.0962369568
4.430000,-0.0023606057,0.1016588704,-0.0012847053,0.1085910004
4.440000,-0.0113801328,0.1016853239,-0.0119177815,0.1032402168
4.450000,-0.0203828450,0.1016065517,-0.0257504456,0.0944215348
4.460000,-0.0293594663,0.1014221846,-0.0258295443,0.1052108933
4.470000,-0.0383007546,0.1011319629,-0.0407495144,0.0994467512
4.480000,-0.0471975120,0.1007357374,-0.0495097942,0.0970414136
4.490000,-0.0560405946,0.1002334698,-0.0574390251,0.1030087189
4.500000,-0.0648209225,0.0996252334,-0.0514994783,0.0938569625
4.510000,-0.0735294903,0.0989112132,-0.0713605382,0.0955465831
4.520000,-0.0821573765,0.0980917066,-0.0820995040,0.0970095715
4.530000,-0.0906957531,0.0971671232,-0.0850551384,0.0949058031
4.540000,-0.0991358952,0.0961379850,-0.0876180011,0.0994576228
4.550000,-0.1074691908,0.0950049263,-0.1031615816,0.0877908276
4.560000,-0.1156871490,0.0937686935,-0.1101406503,0.0939145961
4.570000,-0.1237814100,0.0924301449,-0.1270140374,0.0831452934
4.580000,-0.1317437530,0.0909902500,-0.1278886527,0.0873140487
4.590000,-0.1395661052,0.0894500892,-0.1399561430,0.0900601621
4.600000,-0.1472405500,0.0878108532,-0.1428581791,0.0841977563
4.610000,-0.1547593349,0.0860738419,-0.1612550183,0.0743078200
4.620000,-0.1621148796,0.0842404637,-0.1550754008,0.0876417611
4.630000,-0.1692997830,0.0823122343,-0.1766600642,0.0831067034
4.640000,-0.1763068312,0.0802907760,-0.1762874289,0.0835314316
4.650000,-0.1831290038,0.0781778158,-0.1817163690,0.0823373717
4.660000,-0.1897594813,0.0759751844,-0.1907209220,0.0596765622
4.670000,-0.1961916509,0.0736848146,-0.1937243951,0.0770889624
4.680000,-0.2024191133,0.0713087399,-0.2017882905,0.0666410448
4.690000,-0.2084356880,0.0688490922,-0.2073806071,0.0685887926
4.700000,-0.2142354198,0.0663081006,-0.2176984260,0.0643507878
4.710000,-0.2198125829,0.0636880890,-0.2220894778,0.0622014565
4.720000,-0.2251616873,0.0609914741,-0.2302231996,0.0655067196
4.730000,-0.2302774823,0.0582207634,-0.2345401819,0.0589419652
4.740000,-0.2351549622,0.0553785526,-0.2208166454,0.0577015214
4.750000,-0.2397893697,0.0524675235,-0.2396218801,0.0614449669
4.760000,-0.2441762001,0.0494904413,-0.2456437971,0.0491366431
4.770000,-0.2483112052,0.0464501520,-0.2568412484,0.0457547207
4.780000,-0.2521903963,0.0433495796,-0.2541946239,0.0471963946
4.790000,-0.2558100480,0.0401917236,-0.2586133335,0.0399505883
4.800000,-0.2591667003,0.0369796559,-0.2578735861,0.0421596942
4.810000,-0.2622571619,0.0337165176,-0.2593226857,0.0463475416
4.820000,-0.2650785124,0.0304055162,-0.2633440922,0.0193649685
4.830000,-0.2676281043,0.0270499225,-0.2753627133,0.0206713841
4.840000,-0.2699035650,0.0236530668,-0.2623364144,0.0294064046
4.850000,-0.2719027987,0.0202183362,-0.2637789748,0.0277510486
4.860000,-0.2736239876,0.0167491708,-0.2772259143,0.0183820194
4.870000,-0.2750655930,0.0132490604,-0.2747715271,0.0150715998
4.880000,-0.2762263566,0.0097215409,-0.2696655825,0.0081609761
4.890000,-0.2771053011,0.0061701906,-0.2832153893,-0.0075814883
4.900000,-0.2777017306,0.0025986265,-0.2869092974,-0.0082937288
4.910000,-0.2780152313,-0.0009894993,-0.2848488388,0.0013527846
4.920000,-0.2780456710,-0.0045905034,-0.2725232096,0.0073552463
4.930000,-0.2777931996,-0.0082006750,-0.2728084902,-0.0087700196
4.940000,-0.2772582483,-0.0118162798,-0.2805933169,-0.0167763875
4.950000,-0.2764415293,-0.0154335639,-0.2769125428,-0.0121401832
4.960000,-0.2753440349,-0.0190487577,-0.2765563117,-0.0190034511
4.970000,-0.2739670365,-0.0226580799,-0.2772003524,-0.0284877532
4.980000,-0.2723120836,-0.0262577417,-0.2705648797,-0.0258398572
4.990000,-0.2703810021,-0.0298439502,-0.2613000211,-0.0270322366
5.000000,-0.2681758927,-0.0334129135,-0.2719453602,-0.0395808618
5.010000,-0.2656991293,-0.0369608436,-0.2645703100,-0.0313550367
5.020000,-0.2629533565,-0.0404839613,-0.2572085705,-0.0379127661
5.030000,-0.2599414876,-0.0439785000,-0.2647915435,-0.0422873562
5.040000,-0.2566667019,-0.0474407095,-0.2538150731,-0.0504377266
5.050000,-0.2531324421,-0.0508668606,-0.2474934053,-0.0579776474
5.060000,-0.2493424110,-0.0542532484,-0.2544028558,-0.0509492433
5.070000,-0.2453005683,-0.0575961971,-0.2382287817,-0.0606042809
5.080000,-0.2410111274,-0.0608920634,-0.2333971518,-0.0633032877
5.090000,-0.2364785514,-0.0641372409,-0.2269049604,-0.0565958896
5.100000,-0.2317075492,-0.0673281636,-0.2282328398,-0.0710469120
5.110000,-0.2267030711,-0.0704613103,-0.2285130608,-0.0638464984
5.120000,-0.2214703047,-0.0735332081,-0.2194917421,-0.0815939052
5.130000,-0.2160146698,-0.0765404363,-0.2166778720,-0.0816417853
5.140000,-0.2103418134,-0.0794796303,-0.2077354007,-0.0781982735
5.150000,-0.2044576049,-0.0823474853,-0.2022650106,-0.0903197269
5.160000,-0.1983681301,-0.0851407597,-0.2063977766,-0.0767830988
5.170000,-0.1920796855,-0.0878562792,-0.1906775782,-0.0855669621
5.180000,-0.1855987727,-0.0904909399,-0.1858198781,-0.0984647712
5.190000,-0.1789320916,-0.0930417118,-0.1785942465,-0.0906576076
5.200000,-0.1720865342,-0.0955056428,-0.1774831763,-0.1041309371
5.210000,-0.1650691778,-0.0978798611,-0.1701379179,-0.0932409731
5.220000,-0.1578872776,-0.1001615793,-0.1575800404,-0.0919749535
5.230000,-0.1505482601,-0.1023480970,-0.1436360986,-0.1086508788
5.240000,-0.1430597149,-0.1044368042,-0.1481755137,-0.1096118237
5.250000,-0.1354293875,-0.1064251842,-0.1420794244,-0.1074938356
5.260000,-0.1276651711,-0.1083108165,-0.1215130972,-0.1075222403
5.270000,-0.1197750983,-0.1100913797,-0.1189737328,-0.1152856705
5.280000,-0.1117673329,-0.1117646542,-0.1044495076,-0.1085086696
5.290000,-0.1036501612,-0.1133285248,-0.1077806519,-0.1072076066
5.300000,-0.0954319833,-0.1147809830,-0.0918147375,-0.1120607121
5.310000,-0.0871213041,-0.1161201301,-0.0815049920,-0.1143439046
5.320000,-0.0787267241,-0.1173441787,-0.0821136791,-0.1170995118
5.330000,-0.0702569303,-0.1184514555,-0.0690168428,-0.1213350059
5.340000,-0.0617206864,-0.1194404030,-0.0619562953,-0.1187918341
5.350000,-0.0531268238,-0.1203095819,-0.0609012838,-0.1218097976
5.360000,-0.0444842314,-0.1210576726,-0.0502422804,-0.1170046021
5.370000,-0.0358018462,-0.1216834772,-0.0431415435,-0.1185030539
5.380000,-0.0270886433,-0.1221859210,-0.0239017664,-0.1157017117
5.390000,-0.0183536261,-0.1225640540,-0.0199766132,-0.1224851570
5.400000,-0.0096058163,-0.1228170527,-0.0116717605,-0.1183188276
5.410000,-0.0008542437,-0.1229442206,-0.0038858160,-0.1271588857
5.420000,0.0078920634,-0.1229449902,0.0119243225,-0.1198001473
5.430000,0.0166240884,-0.1228189234,0.0126288647,-0.1283310265
5.440000,0.0253328364,-0.1225657126,0.0317886584,-0.1248600137
5.450000,0.0340093441,-0.1221851818,0.0381122583,-0.1289447662
5.460000,0.0426446896,-0.1216772867,0.0401056760,-0.1223728974
5.470000,0.0512300024,-0.1210421155,0.0443560870,-0.1270020141
5.480000,0.0597564727,-0.1202798891,0.0611098909,-0.1207931553
5.490000,0.0682153617,-0.1193909618,0.0750645490,-0.1105484191
5.500000,0.0765980104,-0.1183758208,0.0686024420,-0.1134834166
5.510000,0.0848958495,-0.1172350865,0.0831305432,-0.1154921402
5.520000,0.0931004082,-0.1159695123,0.0835146560,-0.1209627439
5.530000,0.1012033235,-0.1145799845,0.0941994744,-0.1077870727
5.540000,0.1091963491,-0.1130675212,0.1225461212,-0.1177086668
5.550000,0.1170713637,-0.1114332727,0.1113068128,-0.1085887267
5.560000,0.1248203800,-0.1096785198,0.1287958827,-0.1126854809
5.570000,0.1324355529,-0.1078046736,0.1282840556,-0.1150543468
5.580000,0.1399091871,-0.1058132745,0.1284660710,-0.1118171063
5.590000,0.1472337453,-0.1037059906,0.1455993454,-0.0964563211
5.600000,0.1544018560,-0.1014846168,0.1553295676,-0.1034872791
5.610000,0.1614063203,-0.0991510734,0.1584201425,-0.1002011488
5.620000,0.1682401192,-0.0967074044,0.1658889694,-0.0999247094
5.630000,0.1748964208,-0.0941557759,0.1709566691,-0.0909018256
5.640000,0.1813685865,-0.0914984743,0.1864729145,-0.0936975308
5.650000,0.1876501772,-0.0887379042,0.1911592499,-0.0864388274
5.660000,0.1937349597,-0.0858765865,0.1994162454,-0.0867014000
5.670000,0.1996169125,-0.0829171560,0.2013281008,-0.0863293724
5.680000,0.2052902307,-0.0798623595,0.2056277371,-0.0820238811
5.690000,0.2107493321,-0.0767150524,0.2052830480,-0.0817000623
5.700000,0.2159888617,-0.0734781972,0.2172417359,-0.0666615651
5.710000,0.2210036961,-0.0701548597,0.2159126737,-0.0690618372
5.720000,0.2257889485,-0.0667482069,0.2212670796,-0.0698061749
5.730000,0.2303399728,-0.0632615039,0.2314206206,-0.0591667813
5.740000,0.2346523670,-0.0596981102,0.2313758673,-0.0674746402
5.750000,0.2387219773,-0.0560614774,0.2322037429,-0.0616127564
5.760000,0.2425449014,-0.0523551449,0.2422567144,-0.0489313797
5.770000,0.2461174914,-0.0485827372,0.2438314442,-0.0486876515
5.780000,0.2494363570,-0.0447479601,0.2558051094,-0.0448840159
5.790000,0.2524983677,-0.0408545968,0.2535952889,-0.0401239977
5.800000,0.2553006555,-0.0369065045,0.2545635147,-0.0380475234
5.810000,0.2578406171,-0.0329076103,0.2541764825,-0.0338510543
5.820000,0.2601159154,-0.0288619073,0.2605355917,-0.0251342494
5.830000,0.2621244813,-0.0247734506,0.2630575577,-0.0318796631
5.840000,0.2638645153,-0.0206463532,0.2725726094,-0.0253234442
5.850000,0.2653344886,-0.0164847818,0.2641637822,-0.0189025767
5.860000,0.2665331440,-0.0122929523,0.2657803350,-0.0047782683
5.870000,0.2674594967,-0.0080751258,0.2561712449,-0.0107472293
5.880000,0.2681128346,-0.0038356040,0.2715609474,0.0005876857
5.890000,0.2684927190,0.0004212753,0.2646461276,0.0011890240
5.900000,0.2685989845,0.0046911427,0.2612025306,0.0026824204
5.910000,0.2684317386,0.0089696015,0.2702912536,0.0100321743
5.920000,0.2679913618,0.0132522330,0.2737203397,0.0220444493
5.930000,0.2672785068,0.0175346003,0.2589372807,0.0182738829
5.940000,0.2662940976,0.0218122534,0.2672392131,0.0193244476
5.950000,0.2650393287,0.0260807343,0.2620295469,0.0263730354
5.960000,0.2635156641,0.0303355809,0.2657570264,0.0327169002
5.970000,0.2617248352,0.0345723323,0.2596391211,0.0284077244
5.980000,0.2596688398,0.0387865335,0.2652396458,0.0422791739
5.990000,0.2573499402,0.0429737401,0.2628025972,0.0412740632
6.000000,0.2547706606,0.0471295229,0.2538643419,0.0479163465
6.010000,0.2519337853,0.0512494728,0.2563175589,0.0530817477
6.020000,0.2488423562,0.0553292057,0.2560966370,0.0543340445
6.030000,0.2454996696,0.0593643669,0.2345069694,0.0606055748
6.040000,0.2419092737,0.0633506358,0.2413009525,0.0584671972
6.050000,0.2380749652,0.0672837309,0.2339350975,0.0669578929
6.060000,0.2340007857,0.0711594140,0.2397241021,0.0704104884
6.070000,0.2296910183,0.0749734950,0.2241866478,0.0669164121
6.080000,0.2251501836,0.0787218366,0.2302652568,0.0742244999
6.090000,0.2203830357,0.0824003583,0.2204744133,0.0787895579
6.100000,0.2153945575,0.0860050414,0.2144403745,0.0915798281
6.110000,0.2101899561,0.0895319328,0.2064430233,0.0917062127
6.120000,0.2047746582,0.0929771497,0.1988301388,0.0913257969
6.130000,0.1991543049,0.0963368839,0.1976430236,0.0896364298
6.140000,0.1933347463,0.0996074055,0.1951014194,0.1096459229
6.150000,0.1873220357,0.1027850673,0.1777317109,0.1051799565
6.160000,0.1811224241,0.1058663088,0.1763385379,0.1059124456
6.170000,0.1747423539,0.1088476599,0.1710022212,0.1173471129
6.180000,0.1681884526,0.1117257452,0.1697399972,0.1165170347
6.190000,0.1614675264,0.1144972870,0.1554706308,0.1118840383
6.200000,0.1545865533,0.1171591095,0.1486252115,0.1258592491
6.210000,0.1475526758,0.1197081421,0.1457790179,0.1222442516
6.220000,0.1403731940,0.1221414229,0.1537343988,0.1217031810
6.230000,0.1330555582,0.1244561018,0.1349447990,0.1294221017
6.240000,0.1256073609,0.1266494440,0.1234115291,0.1290157257
6.250000,0.1180363292,0.1287188330,0.1206061343,0.1327611053
6.260000,0.1103503165,0.1306617735,0.1095717720,0.1295940754
6.270000,0.1025572945,0.1324758941,0.1074491321,0.1276341609
6.280000,0.0946653443,0.1341589506,0.0944646832,0.1459593106
6.290000,0.0866826485,0.1357088278,0.0818297148,0.1335421992
6.300000,0.0786174817,0.1371235429,0.0815656586,0.1398633731
6.310000,0.0704782022,0.1384012471,0.0808686524,0.1482649100
6.320000,0.0622732423,0.1395402280,0.0763775534,0.1449048028
6.330000,0.0540110998,0.1405389121,0.0541245259,0.1462784859
6.340000,0.0457003285,0.1413958665,0.0403773693,0.1484261946
6.350000,0.0373495286,0.1421098004,0.0238974579,0.1369996342
6.360000,0.0289673377,0.1426795676,0.0259591725,0.1422116392
6.370000,0.0205624209,0.1431041671,0.0182067623,0.1425536356
6.380000,0.0121434617,0.1433827454,0.0110349421,0.1528750717
6.390000,0.0037191518,0.1435145972,-0.0025533351,0.1492957715
6.400000,-0.0047018176,0.1434991668,-0.0015108262,0.1539189585
6.410000,-0.0131107662,0.1433360488,-0.0179761370,0.1485726533
6.420000,-0.0214990336,0.1430249896,-0.0220568363,0.1486197903
6.430000,-0.0298579891,0.1425658872,-0.0317018724,0.1427515553
6.440000,-0.0381790412,0.1419587925,-0.0403299979,0.1398701041
6.450000,-0.0464536466,0.1412039093,-0.0452206608,0.1436439224
6.460000,-0.0546733202,0.1403015950,-0.0647689748,0.1426935999
6.470000,-0.0628296435,0.1392523598,-0.0597470950,0.1402082655
6.480000,-0.0709142744,0.1380568679,-0.0673004273,0.1388994970
6.490000,-0.0789189561,0.1367159361,-0.0828223415,0.1363895500
6.500000,-0.0868355254,0.1352305344,-0.0852328252,0.1328180330
6.510000,-0.0946559220,0.1336017849,-0.0933688081,0.1352226088
6.520000,-0.1023721968,0.1318309612,-0.1068807226,0.1376891977
6.530000,-0.1099765204,0.1299194879,-0.1129457388,0.1329003468
6.540000,-0.1174611908,0.1278689395,-0.1265634937,0.1299296440
6.550000,-0.1248186420,0.1256810390,-0.1197893134,0.1288677832
6.560000,-0.1320414515,0.1233576569,-0.1321952038,0.1221438473
6.570000,-0.1391223476,0.1209008096,-0.1441980023,0.1250589588
6.580000,-0.1460542171,0.1183126582,-0.1425868257,0.1131335923
6.590000,-0.1528301123,0.1155955060,-0.1545170137,0.1119803756
6.600000,-0.1594432578,0.1127517972,-0.1621652623,0.1132557215
6.610000,-0.1658870571,0.1097841148,-0.1685632308,0.1096083671
6.620000,-0.1721550989,0.1066951780,-0.1685131451,0.1143987040
6.630000,-0.1782411634,0.1034878401,-0.1809439010,0.1070658255
6.640000,-0.1841392282,0.1001650861,-0.1796882242,0.0989809814
6.650000,-0.1898434736,0.0967300296,-0.1932972418,0.0926208663
6.660000,-0.1953482884,0.0931859105,-0.1977705162,0.0817414117
6.670000,-0.2006482745,0.0895360915,-0.1969637277,0.1008056482
6.680000,-0.2057382521,0.0857840554,-0.2062903064,0.0899354948
6.690000,-0.2106132641,0.0819334017,-0.2084891433,0.0758394996
6.700000,-0.2152685805,0.0779878430,-0.2210064742,0.0788516865
6.710000,-0.2196997025,0.0739512018,-0.2137512795,0.0774597122
6.720000,-0.2239023660,0.0698274066,-0.2179938338,0.0706069983
6.730000,-0.2278725456,0.0656204880,-0.2327027321,0.0660254321
6.740000,-0.2316064576,0.0613345751,-0.2354482057,0.0660817442
6.750000,-0.2351005631,0.0569738912,-0.2402200921,0.0580663580
6.760000,-0.2383515708,0.0525427495,-0.2414364124,0.0459391302
6.770000,-0.2413564396,0.0480455492,-0.2375958558,0.0415647096
6.780000,-0.2441123810,0.0434867706,-0.2424769328,0.0355199130
6.790000,-0.2466168608,0.0388709710,-0.2538057811,0.0376439778
6.800000,-0.2488676016,0.0342027798,-0.2436531321,0.0375909287
6.810000,-0.2508625837,0.0294868940,-0.2497071177,0.0299396391
6.820000,-0.2526000469,0.0247280730,-0.2470284907,0.0212198681
6.830000,-0.2540784917,0.0199311343,-0.2523106592,0.0299913744
6.840000,-0.2552966801,0.0151009479,-0.2523624023,0.0098981039
6.850000,-0.2562536360,0.0102424317,-0.2597600471,0.0067738643
6.860000,-0.2569486465,0.0053605462,-0.2511200640,0.0072796147
6.870000,-0.2573812613,0.0004602892,-0.2552624842,-0.0056657812
6.880000,-0.2575512935,-0.0044533092,-0.2713750795,-0.0107980945
6.890000,-0.2574588188,-0.0093751920,-0.2597406999,-0.0098023675
6.900000,-0.2571041757,-0.0143002806,-0.2573013225,-0.0108689230
6.910000,-0.2564879646,-0.0192234805,-0.2528784857,-0.0306377407
6.920000,-0.2556110469,-0.0241396861,-0.2551108245,-0.0264791111
6.930000,-0.2544745445,-0.0290437865,-0.2507575402,-0.0281318606
6.940000,-0.2530798381,-0.0339306710,-0.2579046708,-0.0347933574
6.950000,-0.2514285660,-0.0387952342,-0.2544621536,-0.0312997833
6.960000,-0.2495226226,-0.0436323819,-0.2516992160,-0.0458298502
6.970000,-0.2473641561,-0.0484370362,-0.2451474980,-0.0467718450
6.980000,-0.2449555671,-0.0532041409,-0.2458441494,-0.0578805529
6.990000,-0.2422995056,-0.0579286672,-0.2478903673,-0.0534540368
7.000000,-0.2393988692,-0.0626056191,-0.2413077060,-0.0702679724
7.010000,-0.2362567997,-0.0672300382,-0.2356125265,-0.0642179168
7.020000,-0.2328766811,-0.0717970097,-0.2392862576,-0.0725563540
7.030000,-0.2292621353,-0.0763016672,-0.2306315805,-0.0702944489
7.040000,-0.2254170196,-0.0807391985,-0.2285338945,-0.0821400847
7.050000,-0.2213454230,-0.0851048498,-0.2188760582,-0.0808789233
7.060000,-0.2170516618,-0.0893939317,-0.2193181092,-0.0814837836
7.070000,-0.2125402763,-0.0936018241,-0.2136735658,-0.0869418763
7.080000,-0.2078160260,-0.0977239806,-0.2076363792,-0.1003490935
7.090000,-0.2028838854,-0.1017559339,-0.2021350806,-0.1029591966
7.100000,-0.1977490390,-0.1056933007,-0.1961594441,-0.1005504793
7.110000,-0.1924168765,-0.1095317858,-0.1950895848,-0.1089006781
7.120000,-0.1868929877,-0.1132671873,-0.1887494087,-0.1092223909
7.130000,-0.1811831567,-0.1168954009,-0.1784499772,-0.1304934420
7.140000,-0.1752933568,-0.1204124244,-0.1727340020,-0.1226859622
7.150000,-0.1692297442,-0.1238143618,-0.1648152757,-0.1224779542
7.160000,-0.1629986518,-0.1270974278,-0.1659685019,-0.1233071308
7.170000,-0.1566065836,-0.1302579515,-0.1568359699,-0.1255846009
7.180000,-0.1500602071,-0.1332923808,-0.1470281055,-0.1330695449
7.190000,-0.1433663476,-0.1361972861,-0.1459020692,-0.1450096001
7.200000,-0.1365319806,-0.1389693638,-0.1303188171,-0.1423652535
7.210000,-0.1295642245,-0.1416054402,-0.1344943441,-0.1484453398
7.220000,-0.1224703340,-0.1441024748,-0.1236681542,-0.1384996392
7.230000,-0.1152576919,-0.1464575636,-0.1180881726,-0.1520739386
7.240000,-0.1079338016,-0.1486679426,-0.1010588764,-0.1485271291
7.250000,-0.1005062791,-0.1507309903,-0.1073297421,-0.1445010798
7.260000,-0.0929828451,-0.1526442314,-0.0928717497,-0.1492808989
7.270000,-0.0853713167,-0.1544053389,-0.0804585630,-0.1502175632
7.280000,-0.0776795991,-0.1560121370,-0.0797677108,-0.1607575490
7.290000,-0.0699156769,-0.1574626037,-0.0674629753,-0.1637598505
7.300000,-0.0620876059,-0.1587548730,-0.0670082816,-0.1617973276
7.310000,-0.0542035039,-0.1598872371,-0.0444499763,-0.1640638345
7.320000,-0.0462715422,-0.1608581486,-0.0437151978,-0.1697787044
7.330000,-0.0382999366,-0.1616662222,-0.0373558397,-0.1621631674
7.340000,-0.0302969384,-0.1623102366,-0.0247410498,-0.1604257587
7.350000,-0.0222708256,-0.1627891362,-0.0206382280,-0.1626624096
7.360000,-0.0142298936,-0.1631020322,-0.0028628819,-0.1709600732
7.370000,-0.0061824461,-0.1632482040,-0.0095409730,-0.1640785955
7.380000,0.0018632140,-0.1632271006,-0.0012573444,-0.1690906785
7.390000,0.0098987932,-0.1630383413,0.0038309167,-0.1613037159
7.400000,0.0179160174,-0.1626817164,0.0113462507,-0.1751746954
7.410000,0.0259066401,-0.1621571883,0.0279322064,-0.1638549223
7.420000,0.0338624519,-0.1614648914,0.0376310935,-0.1626339817
7.430000,0.0417752891,-0.1606051329,0.0408159886,-0.1642415554
7.440000,0.0496370430,-0.1595783925,0.0534068799,-0.1615858062
7.450000,0.0574396681,-0.1583853229,0.0495068592,-0.1597153381
7.460000,0.0651751914,-0.1570267492,0.0643779101,-0.1537361484
7.470000,0.0728357205,-0.1555036687,0.0793122153,-0.1584255630
7.480000,0.0804134520,-0.1538172505,0.0794464170,-0.1421425304
7.490000,0.0879006802,-0.1519688346,0.1008496100,-0.1469670411
7.500000,0.0952898048,-0.1499599310,0.1004891571,-0.1477334553
7.510000,0.1025733391,-0.1477922190,0.0965116645,-0.1472902349
7.520000,0.1097439178,-0.1454675456,0.1082084208,-0.1482805642
7.530000,0.1167943045,-0.1429879245,0.1127611889,-0.1433325460
7.540000,0.1237173991,-0.1403555342,0.1166673864,-0.1505810634
7.550000,0.1305062453,-0.1375727166,0.1315324562,-0.1422056901
7.560000,0.1371540370,-0.1346419747,0.1411660698,-0.1363224916
7.570000,0.1436541260,-0.1315659711,0.1419136753,-0.1380480036
7.580000,0.1500000277,-0.1283475252,0.1513115208,-0.1338024531
7.590000,0.1561854279,-0.1249896111,0.1616212781,-0.1357103326
7.600000,0.1622041888,-0.1214953549,0.1639052426,-0.1117893699
7.610000,0.1680503549,-0.1178680319,0.1679822742,-0.1140920990
7.620000,0.1737181586,-0.1141110640,0.1737295054,-0.1158635423
7.630000,0.1792020258,-0.1102280161,0.1801453505,-0.1125192869
7.640000,0.1844965807,-0.1062225932,0.1885554434,-0.1147101116
7.650000,0.1895966508,-0.1020986370,0.1906484849,-0.0899364800
7.660000,0.1944972718,-0.0978601219,0.2054272635,-0.0896855713
7.670000,0.1991936919,-0.0935111517,0.2026863291,-0.0907659439
7.680000,0.2036813758,-0.0890559557,0.2016376548,-0.0810342485
7.690000,0.2079560089,-0.0844988840,0.2073976892,-0.0817404823
7.700000,0.2120135005,-0.0798444043,0.2199621495,-0.0794678444
7.710000,0.2158499879,-0.0750970964,0.2123001025,-0.0571253036
7.720000,0.2194618390,-0.0702616488,0.2128625989,-0.0747747346
7.730000,0.2228456557,-0.0653428533,0.2224807479,-0.0610434925
7.740000,0.2259982761,-0.0603456005,0.2203035851,-0.0679165985
7.750000,0.2289167776,-0.0552748748,0.2339875421,-0.0618369538
7.760000,0.2315984786,-0.0501357493,0.2269783720,-0.0455308988
7.770000,0.2340409408,-0.0449333812,0.2341798671,-0.0485034081
7.780000,0.2362419710,-0.0396730056,0.2353543943,-0.0320582497
7.790000,0.2381996225,-0.0343599309,0.2282512065,-0.0337898847
7.800000,0.2399121963,-0.0289995329,0.2463369578,-0.0288710964
7.810000,0.2413782428,-0.0235972495,0.2424502155,-0.0264537972
7.820000,0.2425965621,-0.0181585747,0.2424025054,-0.0222875025
7.830000,0.2435662048,-0.0126890533,0.2469901578,-0.0049968891
7.840000,0.2442864727,-0.0071942748,0.2369249273,-0.0083581312
7.850000,0.2447569189,-0.0016798675,0.2462763052,0.0053742412
7.860000,0.2449773478,0.0038485074,0.2393847628,0.0004869860
7.870000,0.2449478149,0.0093851616,0.2379852254,0.0029740308
7.880000,0.2446686267,0.0149243859,0.2421542091,0.0081128149
7.890000,0.2441403397,0.0204604565,0.2428495989,0.0216710270
7.900000,0.2433637599,0.0259876406,0.2515864063,0.0219712719
7.910000,0.2423399416,0.0315002027,0.2444273417,0.0327869362
7.920000,0.2410701865,0.0369924110,0.2399506702,0.0496790475
7.930000,0.2395560420,0.0424585433,0.2401640244,0.0519855800
7.940000,0.2377992996,0.0478928929,0.2453488604,0.0485629596
7.950000,0.2358019932,0.0532897753,0.2346410995,0.0485112575
